evaluated_at,forget_acc,ft_50steps,mia_auc,phase,quant_bf16,quant_int4,quant_int8,retain_acc
2026-03-28 17:06:16,0.0084,0.4024,0.0,saf,0.0005,0.2391,0.0,0.4953
