alpha,cert,forget_acc,lambda,method,note,quant_int4,quant_int8,ra_int4,retain_acc,seed,timestamp,wall_min
,N,0.0398,1.0,salun_orig_hp,"SalUn at original Foster et al. HPs: lr=1e-4, 500 steps",0.0558,0.0,0.5708,0.5723,5508,2026-04-09 13:28:18,10.2
