cert,dataset,evaluated_at,forget_acc,ft_50,method,method_display,mia_auc,quant_bf16,quant_int4,quant_int8,ra_int4,retain_acc,seed,wall_min
Y,tofu,2026-04-06 16:00:12,0.0441,-1.0,saf_alpha3.0,saf_alpha3.0,0.1584,0.0417,0.0447,0.0,0.0529,0.0453,5508,8.7
