cert,dataset,evaluated_at,forget_acc,ft_50,method,method_display,mia_auc,quant_bf16,quant_int4,quant_int8,ra_int4,retain_acc,seed,wall_min
N,tofu,2026-03-31 11:51:29,0.2755,-1.0,saf_alpha1.0,saf_alpha1.0,0.08,0.2712,0.0602,0.0,0.0643,0.3167,42,9.2
