evaluated_at,forget_acc,ft_50steps,mia_auc,phase,quant_bf16,quant_int4,quant_int8,retain_acc
2026-03-28 17:19:03,0.5767,0.5749,0.4816,owd,0.5879,0.5582,0.0,0.6042
