cert,dataset,evaluated_at,forget_acc,ft_50,method,method_display,mia_auc,quant_bf16,quant_int4,quant_int8,ra_int4,retain_acc,seed,wall_min
Y,tofu,2026-04-06 15:50:18,0.0435,-1.0,saf_alpha3.0,saf_alpha3.0,0.3328,0.0431,0.0415,0.0,0.037,0.048,123,8.7
