evaluated_at,forget_acc,ft_50steps,mia_auc,phase,quant_bf16,quant_int4,quant_int8,retain_acc
2026-03-28 17:29:44,0.5954,0.5894,0.4336,owd,0.598,0.5753,0.0,0.6288
