cert,dataset,evaluated_at,forget_acc,ft_50,method,method_display,mia_auc,quant_bf16,quant_int4,quant_int8,ra_int4,retain_acc,seed,wall_min
Y,muse_news,2026-04-01 02:16:41,0.0352,-1.0,saf_alpha1.0,saf_alpha1.0,0.2624,0.0351,0.0309,0.0,0.0319,0.0358,42,8.8
