cert,dataset,evaluated_at,forget_acc,ft_50,method,method_display,mia_auc,quant_bf16,quant_int4,quant_int8,ra_int4,retain_acc,seed,wall_min
N,wpu,2026-04-01 18:58:00,0.1951,-1.0,saf_alpha1.0,saf_alpha1.0,0.0,0.1951,0.0574,0.0,0.6011,0.7879,42,8.5
