alpha_quant,evaluated_at,forget_acc,mia_auc,n_steps,quant_bf16,quant_int4,quant_int8,retain_acc,retain_lambda,wall_time_min
3.0,2026-03-30 13:23:03,0.3071,0.1872,300,0.2865,0.0458,0.0,0.3138,6.0,8.7
